TableName;ApproxRowCount;CreatedDate;ColumnCount
T_EAIJournalWarenPosition;ProdBereich_eReportingBez;73;nvarchar;70;YES
T_EAIJournalWarenPosition;Guid;74;uniqueidentifier;;YES
T_EAIJournalWarenPosition;AnzahlAVProVpk;75;int;;YES
T_EAIJournalWarenPosition;AnzahlAVProHE;76;int;;YES
T_EAIJournalWarenPosition;IdTransportEinheit;77;int;;YES
T_EAIJournalWarenPosition;TransportEinheitBez;78;nvarchar;100;YES
T_EAIJournalWarenPosition;IdHandelsEinheit;79;int;;YES
T_EAIJournalWarenPosition;HandelsEinheitBez;80;nvarchar;100;YES
T_EAIJournalWarenPosition;LieferMengeTE;81;int;;YES
T_EAIJournalWarenPosition;LieferMengeHE;82;int;;YES
T_EAIJournalWarenPosition;AnzahlAVProVpkBestellt;83;int;;YES
T_EAIJournalWarenPosition;AnzahlAVProHEBestellt;84;int;;YES
T_EAIJournalWarenPosition;IdTransportEinheitBestellt;85;int;;YES
T_EAIJournalWarenPosition;TransportEinheitBestelltBez;86;nvarchar;100;YES
T_EAIJournalWarenPosition;IdHandelsEinheitBestellt;87;int;;YES
T_EAIJournalWarenPosition;HandelsEinheitBestelltBez;88;nvarchar;100;YES
T_EAIJournalWarenPosition;BestellMengeTE;89;int;;YES
T_EAIJournalWarenPosition;BestellMengeHE;90;int;;YES
T_EAIJournalWarenPosition;GTIN;91;nvarchar;15;YES
T_EAIJournalWarenPosition;TransportEinheitTyp;92;int;;YES
T_EAIJournalWarenPosition;HandelsEinheitTyp;93;int;;YES
T_EAIJournalWarenPosition;TransportEinheitBestelltTyp;94;int;;YES
T_EAIJournalWarenPosition;HandelsEinheitBestelltTyp;95;int;;YES
T_EAIJournalWarenPosition;IdZolltarifNr;96;int;;YES
T_EAIJournalWarenPosition;ZolltarifNrBez;97;nvarchar;50;YES
T_EAIJournalWarenPosition;IdFarbe;98;int;;YES
T_EAIJournalWarenPosition;Farbbezeichnung;99;nvarchar;50;YES
T_SperrJournal;IdSperrJournal;1;int;;NO
T_SperrJournal;GUID;2;uniqueidentifier;;NO
T_SperrJournal;Barcode;3;nvarchar;50;NO
T_SperrJournal;LfdNr;4;int;;NO
T_SperrJournal;IdArtikelvarianten;5;int;;NO
T_SperrJournal;IdAdresse;6;int;;NO
T_SperrJournal;IdHauptmaterial;7;int;;NO
T_SperrJournal;IdVpkVorschrift;8;int;;NO
T_SperrJournal;IdProdBereich;9;int;;NO
T_SperrJournal;IdSperrgrund;10;int;;NO
T_SperrJournal;Beleg;11;nvarchar;50;NO
T_SperrJournal;Bemerkung;12;nvarchar;250;NO
T_SperrJournal;Add_User;13;nvarchar;50;NO
T_SperrJournal;Add_Date;14;datetime;;NO
T_SperrJournal;Upd_User;15;nvarchar;50;NO
T_SperrJournal;Upd_Date;16;datetime;;NO
T_SperrJournal;IdLagerAbteilung;17;int;;YES
T_SperrJournal;IdKonto;18;int;;NO
T_SperrJournal;IdMaschine;19;int;;YES

(637 rows affected)

TABLE_NAME;COLUMN_NAME;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH
----------;-----------;---------;------------------------
T_Abrufe;Bemerkung;nvarchar;1024
T_Abrufe;LieferscheinText;nvarchar;1024
T_ActivityLog;Bemerkung;nvarchar;1024
T_AuftragsAbrufe;AbrufBemerkung;nvarchar;250
T_AuftragsAbrufe;AuftragsBestText;nvarchar;1024
T_AuftragsAbrufe;IdAuftragsBestText;int;
T_AuftragsAbrufe;IdLieferscheinText;int;
T_AuftragsAbrufe;IdRechnungText;int;
T_AuftragsAbrufe;LieferscheinText;nvarchar;1024
T_AuftragsAbrufe;PreisBemerkung;nvarchar;255
T_AuftragsAbrufe;RechnungText;nvarchar;1024
T_AuftragsAbrufeHistorie;AbrufBemerkung;nvarchar;250
T_AuftragsAbrufeHistorie;AuftragsBestText;nvarchar;1024
T_AuftragsAbrufeHistorie;IdAuftragsBestText;int;
T_AuftragsAbrufeHistorie;IdLieferscheinText;int;
T_AuftragsAbrufeHistorie;IdRechnungText;int;
T_AuftragsAbrufeHistorie;LieferscheinText;nvarchar;1024
T_AuftragsAbrufeHistorie;RechnungText;nvarchar;1024
T_AxIncasTransferQueueEntry;ErrorMessage;text;2147483647
T_AxTransferQueueEntry;ErrorMessage;text;2147483647
T_Bestellungen;Bemerkung;nvarchar;1024
T_BlockingOrders;CoaReleaseReason;nvarchar;250
T_BlockingOrders;Remark;nvarchar;250
T_EAIJournal;Bemerkung;nvarchar;255
T_EAIJournal;LKWBemerkung;nvarchar;250
T_EAIJournalAdresse;Bemerkung;nvarchar;255
T_EAIJournalBeleg;Bemerkung;nvarchar;255
T_EAIJournalBestellPosition;Bemerkung;nvarchar;255
T_EAIJournalEx;Bemerkung;nvarchar;255
T_EAIJournalLayout;Bemerkung;nvarchar;50
T_EAIJournalLeistungsPosition;Bemerkung;nvarchar;255
T_EAIJournalLeistungsPosition;LeistungsBeschreibung;nvarchar;255
T_EAIJournalPosition;Bemerkung;nvarchar;255
T_EAIJournalSynch;Bemerkung;nvarchar;255
T_EAIJournalText;Bemerkung;nvarchar;255
T_EAIJournalText;IdJournalText;int;
T_EAIJournalText;IdTextVorlage;int;
T_EAIJournalText;PositionsText;nvarchar;1024
T_EAIJournalText;TextVorlageBez;nvarchar;50
T_EAIJournalTextPosition;Bemerkung;nvarchar;255
T_EAIJournalTextPosition;IdJournalTextPosition;int;
T_EAIJournalTextPosition;IdTextVorlage;int;
T_EAIJournalTextPosition;PositionsText;nvarchar;1024
T_EAIJournalTextPosition;TextVorlageBez;nvarchar;50
T_EAIJournalTextVorlageZuordnung;IdEAIJournalTextVorlageZuordnung;int;
T_EAIJournalTextVorlageZuordnung;IdTextVorlageFuss;int;
T_EAIJournalTextVorlageZuordnung;IdTextVorlageKopf;int;
T_EAIJournalWarenPosition;Bemerkung;nvarchar;255
T_EDIDifferenzen;Beschreibung;nvarchar;255
T_EDIRouting;Beschreibung;nvarchar;255
T_EDIUpload;Fehlermeldung;nvarchar;255
T_EntladeAuftraege;Bemerkung;nvarchar;250
T_EntladePlanungen;Bemerkung;nvarchar;250
T_FuellLosHistorie;Beschreibung;nvarchar;50
T_HistoryEK;Bemerkung;nvarchar;255
T_HistoryEKImport;Bemerkung;nvarchar;255
T_HistoryEKKunden;Bemerkung;nvarchar;255
T_HistoryEKStaffel;Bemerkung;nvarchar;255
T_HistoryStillstandsereignis;Bemerkung;nvarchar;-1
T_HistoryStillstandsereignis;IdStillstandsGrund;int;
T_HistoryVK;Bemerkung;nvarchar;255
T_HistoryVK;Div1Text;nvarchar;50
T_HistoryVK;Div2Text;nvarchar;50
T_HistoryVKImport;Bemerkung;nvarchar;255
T_KundenAbrufBestaetigungen;ImportText;nvarchar;50
T_KundenAbrufe;ImportText;nvarchar;50
T_LadeAuftraege;Bemerkung;nvarchar;250
T_LadePlanungen;Bemerkung;nvarchar;1024
T_LieferantenReklamationsPositionen;ReklamationsBemerkung;nvarchar;1024
T_LieferBuchungen;Bemerkung;nvarchar;250
T_LieferBuchungen;IdBuchungsGrund;int;
T_LieferBuchungen;IdSperrgrund;int;
T_Lieferkonditionen;Bemerkung;nvarchar;100
T_LieferPositionen;IdSperrgrund;int;
T_Lieferscheine;Bemerkung;nvarchar;255
T_LieferscheinLayouts;Bemerkung;nvarchar;50
T_LogEUROLOG;ResultatText;nvarchar;1000
T_ProdPlanungHistory;Bemerkung;nvarchar;255
T_RahmenBestellung;Bemerkung;nvarchar;250
T_RahmenBestellungPosition;PositionsBemerkung;nvarchar;250
T_SperrJournal;Bemerkung;nvarchar;250
T_SperrJournal;IdSperrgrund;int;
T_Wareneingaenge;Bemerkung;nvarchar;250
T_Wareneingaenge;IdSperrgrund;int;
T_WareneingangAuftraege;Bemerkung;nvarchar;250
T_WareneingangPlanungen;Bemerkung;nvarchar;500

(86 rows affected)

DatabaseName;ChangeTrackingEnabled;retention_period;retention_period_units_desc;is_auto_cleanup_on
------------;---------------------;----------------;---------------------------;------------------
AlplaPROD_aovia2;0;;;

(1 rows affected)

TableName;TemporalType;HistoryTable
---------;------------;------------

(0 rows affected)

TableName;TrackColumnChanges;MinValidVersion
---------;------------------;---------------

(0 rows affected)


