ServerName;DatabaseName;SQLServerVersion;QueryExecutedAt
----------;------------;----------------;---------------
AOVIA1VMS006;AlplaPROD_aovia3;Microsoft SQL Server 2022 (RTM-CU24) (KB5080999) - 16.0.4245.2 (X64) 
	Feb 25 2026 15:01:38 
	Copyright (C) 2022 Microsoft Corporation
	Standard Edition (64-bit) on Windows Server 2022 Standard 10.0 <X64> (Build 20348: ) (Hypervisor)
;2026-05-29 21:29:45.447

(1 rows affected)
SchemaName;SchemaId
----------;--------
AlplaAPP;5
AlplaREPORTBUDGET;6
db_accessadmin;16385
db_backupoperator;16389
db_datareader;16390
db_datawriter;16391
db_ddladmin;16387
db_denydatareader;16392
db_denydatawriter;16393
db_owner;16384
db_securityadmin;16386
dbo;1

(12 rows affected)
SchemaName;TableName;ApproxRowCount;CreatedDate;LastModifiedDate
dbo;T_HistoryEKProtokoll;0;2023-09-14 17:03:53.183;2026-05-20 12:09:09.140
dbo;T_HistoryEKStaffel;0;2023-09-14 17:03:53.277;2026-05-20 12:09:09.153
dbo;T_HistoryProduktiondatenDetails;2;2023-09-14 17:03:48.770;2026-05-20 12:09:09.123
dbo;T_HistoryProduktionsdaten;1;2023-09-14 17:03:48.767;2026-05-20 12:09:09.180
dbo;T_HistoryStillstandsereignis;5;2023-09-14 17:03:51.397;2026-05-20 12:09:09.203
dbo;T_HistoryTransportkosten;0;2023-09-14 17:03:51.487;2026-05-20 12:09:09.287
dbo;T_HistoryVK;349;2023-09-14 17:03:49.640;2026-05-20 12:09:09.567
dbo;T_HistoryVKImport;0;2023-09-14 17:03:53.807;2026-05-20 12:09:09.407
dbo;T_HistoryVKProtokoll;0;2023-09-14 17:03:54.247;2026-05-20 12:09:09.593
dbo;T_Identifikation;0;2023-09-14 17:03:54.080;2026-05-20 12:09:09.390
dbo;T_Identifikation_EtikettenHistorie;0;2023-09-14 17:03:53.930;2026-05-20 12:09:09.417
dbo;T_IncomingGoodCustomerReturnAdditionalDefects;0;2023-09-14 17:03:54.293;2026-05-20 12:09:09.467
dbo;T_IncomingGoodCustomerReturns;0;2023-09-14 17:03:51.607;2026-05-20 12:09:09.567
dbo;T_InhouseBewegungen;4179;2023-09-14 17:03:52.087;2026-05-20 12:09:09.600
dbo;T_InhouseLieferungen;4353;2023-09-14 17:03:53.610;2026-05-20 12:09:09.677
dbo;T_Inventuren;231;2023-09-14 17:03:49.047;2026-05-20 12:09:09.733
dbo;T_InventurPositionen;3237;2023-09-14 17:03:49.053;2026-05-20 12:09:09.813
dbo;T_Kalender;1;2023-09-14 17:03:55.027;2026-05-20 12:09:09.797
dbo;T_KalenderwochenSchichtdefinitionen;515;2023-09-14 17:03:54.327;2026-05-20 12:09:09.903
dbo;T_Keykunden;549;2023-09-14 17:03:50.990;2026-05-20 12:09:09.873
dbo;T_KomponentenAusgaben;2576;2023-09-14 17:03:49.120;2026-05-20 12:09:09.940
dbo;T_KonsignationsBewegungen;0;2023-09-14 17:03:52.253;2026-05-20 12:09:10.013
dbo;T_Konten;569;2023-09-14 17:03:49.007;2026-05-20 12:09:10.030
dbo;T_KontenHistorie;13113;2023-09-14 17:03:50.393;2026-05-20 12:09:10.213
dbo;T_KundenAbrufBestaetigungen;0;2023-09-14 17:03:53.830;2026-05-20 12:09:10.347
dbo;T_KundenAbrufe;0;2023-09-14 17:03:53.857;2026-05-20 12:09:10.497
dbo;T_KundenAbrufeHistorie;0;2023-09-14 17:03:50.313;2026-05-20 12:09:10.410
dbo;T_KundenBestand;0;2023-09-14 17:03:51.420;2026-05-20 12:09:10.470
dbo;T_KundenBestandHistorie;0;2023-09-14 17:03:53.227;2026-05-20 12:09:10.500
dbo;T_KundenBeziehungen;11;2023-09-14 17:03:50.760;2026-05-20 12:09:10.517
dbo;T_LadeAuftraege;0;2023-09-14 17:03:49.670;2026-05-20 12:09:10.683
dbo;T_LadeEinheiten;5;2023-09-14 17:03:49.863;2026-05-20 12:09:10.523
dbo;T_LadePlanungen;0;2023-09-14 17:03:49.433;2026-05-20 12:09:10.730
dbo;T_LadePositionen;0;2023-09-14 17:03:52.373;2026-05-20 12:09:10.627
dbo;T_Lager;1;2023-09-14 17:03:49.700;2026-05-20 12:09:10.607
dbo;T_LagerabgleichBarcodes;0;2023-09-14 17:03:54.520;2026-05-20 12:09:10.657
dbo;T_LagerabgleichBarcodesExtern;0;2023-09-14 17:03:51.960;2026-05-20 12:09:10.657
dbo;T_LagerabgleichBarcodesIntern;0;2023-09-14 17:03:54.497;2026-05-20 12:09:10.690
dbo;T_LagerAbteilungen;10019;2023-09-14 17:03:49.837;2026-05-20 12:09:10.890
dbo;T_LagerAbteilungenInventuren;11;2023-09-14 17:03:50.790;2026-05-20 12:09:10.803
dbo;T_Lagerbestand;0;2023-09-14 17:03:49.690;2026-05-20 12:09:10.853
dbo;T_LagerBestandsHistorie;142163;2023-09-14 17:03:51.640;2026-05-20 12:09:10.927
dbo;T_LagerBuchungen;221066;2023-09-14 17:03:49.143;2026-05-20 12:09:11.087
dbo;T_LagerFehler;0;2023-09-14 17:03:55.040;2026-05-20 12:09:10.977
dbo;T_LagerKonten;457;2023-09-14 17:03:49.173;2026-05-20 12:09:11.040
dbo;T_LagerKontenArchiv;0;2023-09-14 17:03:55.047;2026-05-20 12:09:11.060
dbo;T_LagerLose;125680;2023-09-14 17:03:52.017;2026-05-20 12:09:11.020
dbo;T_LagerPlanungen;0;2023-09-14 17:03:52.340;2026-05-20 12:09:11.203
dbo;T_LagerPositionen;21237;2023-09-14 17:03:50.107;2026-05-20 12:09:11.257
dbo;T_Layout;10;2023-09-14 17:03:54.790;2026-05-20 12:09:11.280
dbo;T_LBW;20980;2023-09-14 17:03:48.857;2026-05-20 12:09:11.243
dbo;T_LBW_Archiv;0;2023-09-14 17:03:55.033;2026-05-20 12:09:11.270
dbo;T_LBWTyp;8;2023-09-14 17:03:49.710;2026-05-20 12:09:11.283
dbo;T_Leistungseinheit;0;2023-09-14 17:03:55.050;2026-05-20 12:09:11.293
dbo;T_LeistungsVorlagen;1;2023-09-14 17:03:52.167;2026-05-20 12:09:11.373
dbo;T_LieferantenbewertungAbgrenzung;0;2023-09-14 17:03:51.810;2026-05-20 12:09:11.347
dbo;T_LieferantenBewertungen;0;2023-09-14 17:03:51.767;2026-05-20 12:09:11.500
dbo;T_LieferantenBewertungenHistorie;0;2023-09-14 17:03:55.060;2026-05-20 12:09:11.447
dbo;T_LieferantenReklamationen;0;2023-09-14 17:03:49.953;2026-05-20 12:09:11.460
dbo;T_LieferantenReklamationsPositionen;0;2023-09-14 17:03:49.990;2026-05-20 12:09:11.573
dbo;T_LieferBuchungen;0;2023-09-14 17:03:49.187;2026-05-20 12:09:11.730
dbo;T_Lieferkonditionen;11;2023-09-14 17:03:51.910;2026-05-20 12:09:11.580
dbo;T_LieferKonten;0;2023-09-14 17:03:49.220;2026-05-20 12:09:11.683
dbo;T_LieferKontenArchiv;0;2023-09-14 17:03:55.057;2026-05-20 12:09:11.667
dbo;T_LieferPositionen;0;2023-09-14 17:03:51.773;2026-05-20 12:09:11.843
dbo;T_Lieferscheine;0;2023-09-14 17:03:51.457;2026-05-20 12:09:11.820
dbo;T_LieferscheinLayouts;0;2023-09-14 17:03:55.067;2026-05-20 12:09:11.760
dbo;T_LieferscheinPositionen;0;2023-09-14 17:03:50.360;2026-05-20 12:09:11.827
dbo;T_Lieferungen;0;2023-09-14 17:03:51.600;2026-05-20 12:09:11.880
dbo;T_LKWTypen;1;2023-09-14 17:03:51.403;2026-05-20 12:09:11.843
dbo;T_Localizer;5866;2023-09-14 17:03:55.087;2026-05-20 12:09:11.860
dbo;T_LocalizerDetail;84165;2023-09-14 17:03:55.073;2026-05-20 12:09:11.890
dbo;T_LocalizerNamespace;7225;2023-09-14 17:03:55.080;2026-05-20 12:09:11.877
dbo;T_LogBenutzer;1;2023-09-14 17:03:51.990;2026-05-20 12:09:12.010
dbo;T_LogEUROLOG;0;2023-09-14 17:03:55.090;2026-05-20 12:09:12.007
dbo;T_LogHistorizeStocks;132687;2023-09-14 17:03:51.637;2026-05-20 12:09:11.980
dbo;T_LS_ArtikelKlassifizierung;0;2023-09-14 17:03:53.347;2026-05-20 12:09:12.050
dbo;T_LS_Reservierungen;0;2023-09-14 17:03:51.590;2026-05-20 12:09:12.103
dbo;T_LS_Steuerung;0;2023-09-14 17:03:50.780;2026-05-20 12:09:12.113
dbo;T_LS_SteuerungFIFO;0;2023-09-14 17:03:53.597;2026-05-20 12:09:12.133
dbo;T_Maschine;6;2023-09-14 17:03:49.247;2026-05-20 12:09:12.230
dbo;T_Maschine_Blaskopf;0;2023-09-14 17:03:49.237;2026-05-20 12:09:12.207
dbo;T_Maschine_EtikettenDrucker;12;2023-09-14 17:03:49.267;2026-05-20 12:09:12.257
dbo;T_Maschine_Werkzeug;55;2023-09-14 17:03:49.287;2026-05-20 12:09:12.313
dbo;T_Maschinen_FuellLinien;0;2023-09-14 17:03:53.367;2026-05-20 12:09:12.350
