TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;IS_NULLABLE;ORDINAL_POSITION
dbo;T_SperrJournal;IdKonto;int;NULL;NO
dbo;T_SperrJournal;IdMaschine;int;NULL;YES
dbo;T_Wareneingaenge;IdJournal;int;NULL;NO
dbo;T_Wareneingaenge;IdJournalPosition;int;NULL;NO
dbo;T_Wareneingaenge;IdJournalWarenPosition;int;NULL;NO
dbo;T_Wareneingaenge;IdJournalBestellPosition;int;NULL;YES
dbo;T_WareneingangPlanungen;IdJournal;int;NULL;NO
dbo;T_WareneingangPlanungen;IdJournalPosition;int;NULL;NO
dbo;T_WareneingangPlanungen;IdJournalWarenPosition;int;NULL;NO
dbo;V_AxIncasTransferQueueEntry;IdJournal;int;NULL;NO
dbo;V_AxIncasTransferQueueEntry;IdJournalTyp;int;NULL;NO
dbo;V_AxIncasTransferQueueEntry;IdJournalStatus;int;NULL;NO
dbo;V_Bestellpositionen;IdJournalBestellPosition;int;NULL;NO
dbo;V_Bestellpositionen;IdJournalPosition;int;NULL;YES
dbo;V_Bestellpositionen;IdJournal;int;NULL;YES
dbo;V_Bestellpositionen;JournalNummer;nvarchar;50;YES
dbo;V_Bestellpositionen;IdJournalWarenPosition;int;NULL;YES
dbo;V_Bestellpositionen;BestellungIdJournal;int;NULL;NO
dbo;V_Bestellpositionen_PURCHASE;IdJournalBestellPosition;int;NULL;NO
dbo;V_Bestellpositionen_PURCHASE;IdJournalPosition;int;NULL;YES
dbo;V_Bestellpositionen_PURCHASE;IdJournal;int;NULL;YES
dbo;V_Bestellpositionen_PURCHASE;JournalNummer;nvarchar;50;YES
dbo;V_Bestellpositionen_PURCHASE;IdJournalWarenPosition;int;NULL;YES
dbo;V_BestellPositionenBewertungen;IdJournal;int;NULL;YES
dbo;V_BestellPositionenBewertungen;IdJournalBestellPosition;int;NULL;NO
dbo;V_BestellPositionenBewertungen;IdJournalPosition;int;NULL;YES
dbo;V_BestellPositionenBewertungen;IdJournalWarenPosition;int;NULL;YES
dbo;V_BestellPositionenBewertungen;JournalNummer;nvarchar;50;YES
dbo;V_BestellPositionenBewertungen;BestellungIdJournal;int;NULL;NO
dbo;V_BestellpositionenSync;IdJournalBestellPosition;int;NULL;NO
dbo;V_BestellpositionenSync;IdJournalPosition;int;NULL;YES
dbo;V_BestellpositionenSync;JournalNummer;nvarchar;50;YES
dbo;V_BestellpositionenSync;IdJournalWarenPosition;int;NULL;YES
dbo;V_BestellpositionenSync;IdJournal;int;NULL;YES
dbo;V_Bestellung;IdJournal;int;NULL;YES
dbo;V_Bestellungen;IdJournal;int;NULL;NO
dbo;V_Bestellungen;JournalNummer;nvarchar;50;YES
dbo;V_BestellungenEAIJournal;IdJournal;int;NULL;NO
dbo;V_BestellungenEAIJournal;IdJournalTyp;int;NULL;NO
dbo;V_BestellungenEAIJournal;IdJournalStatus;int;NULL;YES
dbo;V_BestellungenEAIJournal;IdJournalQuellModul;int;NULL;YES
dbo;V_BestellungenEAIJournal;JournalNummer;nvarchar;50;YES
dbo;V_BestellungenEAIJournal;JournalDatum;datetime;NULL;YES
dbo;V_BestellungenEAIJournal;IdJournalBeleg;int;NULL;YES
dbo;V_BestellungenEAIJournal;IdWaehrung;int;NULL;YES
dbo;V_BestellungenEAIJournal;WaehrungBez;nvarchar;50;YES
dbo;V_BestellungenEAIJournal;IdLieferantAdresse;int;NULL;NO
dbo;V_BestellungenEAIJournal;LieferantAdresseBez;nvarchar;100;NO
dbo;V_BestellungenEAIJournal;LieferantAdresseInternerKunde;int;NULL;NO
dbo;V_BestellungenEAIJournal;IdKundenAdresse;int;NULL;NO
dbo;V_BestellungenEAIJournal;KundenAdresseBez;nvarchar;100;NO
dbo;V_BestellungenEAIJournal;KundenAdresseInternerKunde;int;NULL;NO
dbo;V_BestellungenEAIJournal;IdLieferAdresse;int;NULL;NO
dbo;V_BestellungenEAIJournal;LieferAdresseBez;nvarchar;100;NO
dbo;V_BestellungenEAIJournal;LieferAdresseKonsignation;int;NULL;NO
dbo;V_BestellungenEAIJournal;IdRechnungsAdresse;int;NULL;NO
dbo;V_BestellungenEAIJournal;RechnungsAdresseBez;nvarchar;100;NO
dbo;V_BestellungenEAIJournal;IdLieferkondition;int;NULL;NO
dbo;V_BestellungenEAIJournal;LieferkonditionBez;nvarchar;100;NO
dbo;V_BestellungenEAIJournal;IdZahlKond;int;NULL;NO
dbo;V_BestellungenEAIJournal;ZahlKondBez;nvarchar;50;NO
dbo;V_BestellungenEAIJournal;IdSpediteur;int;NULL;YES
dbo;V_BestellungenEAIJournal;SpediteurBez;nvarchar;100;YES
dbo;V_BestellungenEAIJournal;IdAnbieter;int;NULL;YES
dbo;V_BestellungenEAIJournal;AnbieterBez;nvarchar;100;YES
dbo;V_BestellungenEAIJournal;PreisNetto;float;NULL;YES
dbo;V_BestellungenEAIJournal;PreisBrutto;float;NULL;YES
dbo;V_BestellungenEAIJournal;PreisBruttoSkonto;float;NULL;YES
dbo;V_BestellungenEAIJournal;PreisNettoBW;float;NULL;YES
dbo;V_BestellungenEAIJournal;PreisBruttoBW;float;NULL;YES
dbo;V_BestellungenEAIJournal;PreisBruttoSkontoBW;float;NULL;YES
dbo;V_BestellungenEAIJournal;Gedruckt;datetime;NULL;YES
dbo;V_BestellungenEAIJournal;Exportiert;datetime;NULL;YES
dbo;V_BestellungenEAIJournal;ReferenzNummer;nvarchar;50;YES
dbo;V_BestellungenEAIJournal;ReferenzDatum;datetime;NULL;YES
dbo;V_BestellungenEAIJournal;BestellVorschlagRevision;int;NULL;YES
dbo;V_BestellungenEAIJournal;IdBestellVorschlag;int;NULL;YES
dbo;V_BestellungenFehlend;IdJournal;int;NULL;NO
dbo;V_BestellungenFehlend;IdJournalPosition;int;NULL;YES
dbo;V_BestellungenJournal;IdBestellungJournal;int;NULL;NO
dbo;V_BestellungenJournal;IdBestellung;int;NULL;NO
dbo;V_BestellungenJournal;IdJournal;int;NULL;NO
dbo;V_BestellungenJournal;Revision;int;NULL;NO
dbo;V_BestellungenJournal;Add_User;nvarchar;50;NO
dbo;V_BestellungenJournal;Add_Date;datetime;NULL;NO
dbo;V_BestellungenJournal;Upd_User;nvarchar;50;YES
dbo;V_BestellungenJournal;Upd_Date;datetime;NULL;YES
dbo;V_Bestellvorschlaege;IdJournal;int;NULL;NO
dbo;V_ComplaintPositions;IdJournal;int;NULL;NO
dbo;V_ComplaintPositions;Journalnummer;nvarchar;50;NO
dbo;V_EAIJournalBasisJournal;IdJournal;int;NULL;YES
dbo;V_EAIJournalBasisJournal;IdBasisJournal;int;NULL;YES
dbo;V_EAIJournalBeziehung;IdJournal;int;NULL;YES
dbo;V_EAIJournalBeziehung;IdBezugsJournal;int;NULL;NO
dbo;V_EAIJournalBeziehung;IdBezugsJournalTyp;int;NULL;NO
dbo;V_EAIJournalBeziehung;IdBezugsJournalStatus;int;NULL;YES
dbo;V_EAIJournalHeader;IdJournal;int;NULL;NO
dbo;V_EAIJournalHeader;IdJournalTyp;int;NULL;NO
dbo;V_EAIJournalHeader;IdJournalStatus;int;NULL;YES
dbo;V_EAIJournalHeader;IdJournalQuellModul;int;NULL;YES
dbo;V_EAIJournalHeader;JournalNummer;nvarchar;50;YES
dbo;V_EAIJournalHeader;JournalDatum;datetime;NULL;YES
dbo;V_EAIJournalHeader;IdJournalBeleg;int;NULL;YES
dbo;V_EAIJournalHeader;IdWaehrung;int;NULL;YES
dbo;V_EAIJournalHeader;WaehrungBez;nvarchar;50;YES
dbo;V_EAIJournalHeader;IdLieferantAdresse;int;NULL;NO
dbo;V_EAIJournalHeader;LieferantAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHeader;LieferantAdresseInternerKunde;int;NULL;NO
dbo;V_EAIJournalHeader;IdKundenAdresse;int;NULL;NO
dbo;V_EAIJournalHeader;KundenAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHeader;KundenAdresseInternerKunde;int;NULL;NO
dbo;V_EAIJournalHeader;IdLieferAdresse;int;NULL;NO
dbo;V_EAIJournalHeader;LieferAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHeader;LieferAdresseKonsignation;int;NULL;NO
dbo;V_EAIJournalHeader;IdRechnungsAdresse;int;NULL;NO
dbo;V_EAIJournalHeader;RechnungsAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHeader;IdLieferkondition;int;NULL;NO
dbo;V_EAIJournalHeader;LieferkonditionBez;nvarchar;100;NO
dbo;V_EAIJournalHeader;IdZahlKond;int;NULL;NO
dbo;V_EAIJournalHeader;ZahlKondBez;nvarchar;50;NO
dbo;V_EAIJournalHeader;IdSpediteur;int;NULL;YES
dbo;V_EAIJournalHeader;SpediteurBez;nvarchar;100;YES
dbo;V_EAIJournalHeader;IdAnbieter;int;NULL;YES
dbo;V_EAIJournalHeader;AnbieterBez;nvarchar;100;YES
dbo;V_EAIJournalHeader;PreisNetto;float;NULL;YES
dbo;V_EAIJournalHeader;PreisBrutto;float;NULL;YES
dbo;V_EAIJournalHeader;PreisBruttoSkonto;float;NULL;YES
dbo;V_EAIJournalHeader;PreisNettoBW;float;NULL;YES
dbo;V_EAIJournalHeader;PreisBruttoBW;float;NULL;YES
dbo;V_EAIJournalHeader;PreisBruttoSkontoBW;float;NULL;YES
dbo;V_EAIJournalHeader;Gedruckt;datetime;NULL;YES
dbo;V_EAIJournalHeader;Exportiert;datetime;NULL;YES
dbo;V_EAIJournalHeader;ReferenzNummer;nvarchar;50;YES
dbo;V_EAIJournalHeader;ReferenzDatum;datetime;NULL;YES
dbo;V_EAIJournalHeader;AXAuftragsNummer;nvarchar;50;NO
dbo;V_EAIJournalHistory;IdJournal;int;NULL;YES
dbo;V_EAIJournalHistory;IdHistory;int;NULL;YES
dbo;V_EAIJournalHistoryHeader;IdJournal;int;NULL;YES
dbo;V_EAIJournalHistoryHeader;IdHistory;int;NULL;YES
dbo;V_EAIJournalHistoryHeader;IdJournalTyp;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;IdJournalStatus;int;NULL;YES
dbo;V_EAIJournalHistoryHeader;JournalNummer;nvarchar;50;YES
dbo;V_EAIJournalHistoryHeader;JournalDatum;datetime;NULL;YES
dbo;V_EAIJournalHistoryHeader;IdJournalBeleg;int;NULL;YES
dbo;V_EAIJournalHistoryHeader;IdWaehrung;int;NULL;YES
dbo;V_EAIJournalHistoryHeader;WaehrungBez;nvarchar;50;YES
dbo;V_EAIJournalHistoryHeader;IdLieferantAdresse;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;LieferantAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHistoryHeader;LieferantAdresseInternerKunde;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;IdKundenAdresse;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;KundenAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHistoryHeader;KundenAdresseInternerKunde;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;IdLieferAdresse;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;LieferAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHistoryHeader;IdRechnungsAdresse;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;RechnungsAdresseBez;nvarchar;100;NO
dbo;V_EAIJournalHistoryHeader;IdLieferKondition;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;LieferKonditionBez;nvarchar;100;NO
dbo;V_EAIJournalHistoryHeader;IdZahlKond;int;NULL;NO
dbo;V_EAIJournalHistoryHeader;ZahlKondBez;nvarchar;50;NO
dbo;V_EAIJournalHistoryHeader;PreisNetto;float;NULL;YES
dbo;V_EAIJournalHistoryHeader;PreisBrutto;float;NULL;YES
dbo;V_EAIJournalHistoryHeader;PreisBruttoSkonto;float;NULL;YES
dbo;V_EAIJournalHistoryHeader;PreisNettoBW;float;NULL;YES
dbo;V_EAIJournalHistoryHeader;PreisBruttoBW;float;NULL;YES
dbo;V_EAIJournalHistoryHeader;PreisBruttoSkontoBW;float;NULL;YES
dbo;V_EAIJournalHistoryHeader;Gedruckt;datetime;NULL;YES
dbo;V_EAIJournalHistoryHeader;Exportiert;datetime;NULL;YES
dbo;V_EAIJournalHistoryHeader;ReferenzNummer;nvarchar;50;YES
dbo;V_EAIJournalHistoryHeader;ReferenzDatum;datetime;NULL;YES
dbo;V_EAIJournalLayout;IdJournalLayout;int;NULL;NO
dbo;V_EAIJournalLayout;IdAdressen;int;NULL;NO
dbo;V_EAIJournalLayout;IdArtikelvarianten;int;NULL;YES
dbo;V_EAIJournalLayout;IdJournalTyp;int;NULL;NO
dbo;V_EAIJournalLayout;IdKopf;int;NULL;NO
dbo;V_EAIJournalLayout;IdPos;int;NULL;NO
dbo;V_EAIJournalLayout;IdFuss;int;NULL;NO
dbo;V_EAIJournalLayout;Aktiv;int;NULL;NO
dbo;V_EAIJournalLayout;Bemerkung;nvarchar;50;YES
dbo;V_EAIJournalLayout;Add_User;nvarchar;50;YES
dbo;V_EAIJournalLayout;Add_Date;datetime;NULL;YES
dbo;V_EAIJournalLayout;Upd_User;nvarchar;50;YES
dbo;V_EAIJournalLayout;Upd_Date;datetime;NULL;YES
dbo;V_EAIJournalLayout;KopfBez;nvarchar;50;NO
dbo;V_EAIJournalLayout;PosBez;nvarchar;50;NO
dbo;V_EAIJournalLayout;FussBez;nvarchar;50;NO
dbo;V_EAIJournalLayout;KopfText;nvarchar;1024;NO
dbo;V_EAIJournalLayout;PosText;nvarchar;1024;NO
dbo;V_EAIJournalLayout;FussText;nvarchar;1024;NO
dbo;V_EAIJournalLayout;AdressBez;nvarchar;100;NO
dbo;V_EAIJournalLayout;ArtikelvariantenBez;nvarchar;50;NO
dbo;V_EAIJournalLayout;ArtikelvariantenAlias;nvarchar;100;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;IdEAIJournalLeistungsVorlageZuordnung;int;NULL;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;IdArtikelvarianten;int;NULL;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;IdAdressen;int;NULL;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;IdLeistungsvorlage;int;NULL;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;Aktiv;int;NULL;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;Add_User;nvarchar;50;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;Add_Date;datetime;NULL;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;Upd_User;nvarchar;50;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;Upd_Date;datetime;NULL;YES
dbo;V_EAIJournalLeistungsVorlageZuordnung;AdresseBez;nvarchar;100;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;ArtikelVariantenBez;nvarchar;50;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;ArtikelVariantenAlias;nvarchar;100;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;LeistungsVorlageBez;nvarchar;50;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;LeistungsVorlageKurzBez;nvarchar;50;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;Leistungsbeschreibung;nvarchar;250;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;Betrag;float;NULL;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;LeistungsEinheitBez;nvarchar;50;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;LeistungsEinheitBerechnungsArt;int;NULL;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;ErloesKonto;nvarchar;50;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;Kostenstelle;nvarchar;50;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;IdPreisEinheit;int;NULL;NO
dbo;V_EAIJournalLeistungsVorlageZuordnung;PreisEinheitBez;int;NULL;NO
dbo;V_EAIJournalLetzteJournalNummer;IdJournalTyp;int;NULL;NO
dbo;V_EAIJournalLetzteJournalNummer;LetzteJournalNummer;int;NULL;YES
dbo;V_EAIJournalLetzterLieferschein;IdLieferscheinMax;int;NULL;YES
dbo;V_EAIJournalPositionHeader;Position;nvarchar;123;YES
dbo;V_EAIJournalPositionHeader;IdJournal;int;NULL;YES
dbo;V_EAIJournalPositionHeader;IdJournalText;int;NULL;YES
dbo;V_EAIJournalPositionHeader;IdJournalBestellPosition;int;NULL;YES
dbo;V_EAIJournalPositionHeader;IdJournalPosition;int;NULL;YES
dbo;V_EAIJournalPositionHeader;IdJournalProduktPosition;int;NULL;YES
dbo;V_EAIJournalPositionHeader;IdJournalKomponentenPosition;int;NULL;YES
dbo;V_EAIJournalPositionHeader;IdJournalLeistungsPosition;int;NULL;YES
dbo;V_EAIJournalPositionHeader;BestellDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionHeader;LieferDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionHeader;PositionNr;int;NULL;YES
dbo;V_EAIJournalPositionHeader;SubPositionNr;int;NULL;YES
dbo;V_EAIJournalPositionHeader;SubSubPositionNr;int;NULL;YES
dbo;V_EAIJournalPositionHeader;SubSubSubPositionNr;int;NULL;YES
dbo;V_EAIJournalPositionHeader;PositionsBez;nvarchar;19;NO
dbo;V_EAIJournalPositionHeader;PositionsText;nvarchar;1024;YES
dbo;V_EAIJournalPositionHeader;IdWaehrung;int;NULL;YES
dbo;V_EAIJournalPositionHeader;WaehrungBez;nvarchar;50;YES
dbo;V_EAIJournalPositionHeader;PreisNetto;float;NULL;YES
dbo;V_EAIJournalPositionHeader;PreisBrutto;float;NULL;YES
dbo;V_EAIJournalPositionHeader;PreisBruttoSkonto;float;NULL;YES
dbo;V_EAIJournalPositionHeader;PreisNettoBW;float;NULL;YES
dbo;V_EAIJournalPositionHeader;PreisBruttoBW;float;NULL;YES
dbo;V_EAIJournalPositionHeader;PreisBruttoSkontoBW;float;NULL;YES
dbo;V_EAIJournalPositionHeader;LieferMenge1;float;NULL;YES
dbo;V_EAIJournalPositionHeader;MengenEinheitBez1;nvarchar;50;YES
dbo;V_EAIJournalPositionHeader;LieferMenge2;float;NULL;YES
dbo;V_EAIJournalPositionHeader;MengenEinheitBez2;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;UID;uniqueidentifier;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournal;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournalBestellPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournalPosition;int;NULL;NO
dbo;V_EAIJournalPositionSummary;IdJournalWarenPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournalLeistungsPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdBezugsJournalWarenPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournalTyp;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournalStatus;int;NULL;YES
dbo;V_EAIJournalPositionSummary;JournalNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;JournalDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdJournalBeleg;int;NULL;YES
dbo;V_EAIJournalPositionSummary;eReporting_IdWerk;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdWaehrung;int;NULL;YES
dbo;V_EAIJournalPositionSummary;WaehrungBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdStammWaehrung;int;NULL;YES
dbo;V_EAIJournalPositionSummary;StammWaehrungBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;Kurs;float;NULL;YES
dbo;V_EAIJournalPositionSummary;IdLieferantAdresse;int;NULL;YES
dbo;V_EAIJournalPositionSummary;LieferantAdresseBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;LieferantAdresseInternerKunde;int;NULL;YES
dbo;V_EAIJournalPositionSummary;LieferantAdresseStaatBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;LieferantAdresseStaatPostKzBez;nvarchar;5;YES
dbo;V_EAIJournalPositionSummary;LieferantenNr;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdKundenGrp;int;NULL;YES
dbo;V_EAIJournalPositionSummary;KundenGrpBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdKundenAdresse;int;NULL;YES
dbo;V_EAIJournalPositionSummary;KundenAdresseBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;KundenAdresseInternerKunde;int;NULL;YES
dbo;V_EAIJournalPositionSummary;KundenDebNr;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdLieferAdresse;int;NULL;YES
dbo;V_EAIJournalPositionSummary;LieferAdresseBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;LieferAdresseStaatBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;LieferAdresseStaatPostKzBez;nvarchar;5;YES
dbo;V_EAIJournalPositionSummary;IdRechnungsAdresse;int;NULL;YES
dbo;V_EAIJournalPositionSummary;RechnungsAdresseBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;RechnungsAdresseStaatBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;RechnungsAdresseStaatPostKzBez;nvarchar;5;YES
dbo;V_EAIJournalPositionSummary;InternerUmsatz;int;NULL;YES
dbo;V_EAIJournalPositionSummary;AuslandUmsatz;int;NULL;NO
dbo;V_EAIJournalPositionSummary;BestellDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdAuftrag;int;NULL;YES
dbo;V_EAIJournalPositionSummary;AuftragsNummer;nvarchar;50;NO
dbo;V_EAIJournalPositionSummary;AuftragsDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdAuftragsPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;AuftragsPositionNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;AuftragsPositionDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdAuftragsAbruf;int;NULL;YES
dbo;V_EAIJournalPositionSummary;AuftragsAbrufNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;AuftragsAbrufDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;LieferDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdBestellVorschlag;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdBestellVorschlagPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdBestellung;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdBestellungPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;BestellungNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;BestellungDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdAuftragsBest;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdAuftragsBestPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;AuftragsBestNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;AuftragsBestDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdLieferschein;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdLieferscheinPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;LieferscheinNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;LieferscheinDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdRechnung;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdRechnungsPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;RechnungsNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;RechnungsDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;IdGutschrift;int;NULL;YES
dbo;V_EAIJournalPositionSummary;IdGutschriftPosition;int;NULL;YES
dbo;V_EAIJournalPositionSummary;GutschriftNummer;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;GutschriftDatum;datetime;NULL;YES
dbo;V_EAIJournalPositionSummary;PositionsBez;nvarchar;255;YES
dbo;V_EAIJournalPositionSummary;LieferMenge;float;NULL;YES
dbo;V_EAIJournalPositionSummary;MengenEinheit;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;LieferMengeVpk;float;NULL;YES
dbo;V_EAIJournalPositionSummary;MengenEinheitVpk;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdArtikelTyp;int;NULL;YES
dbo;V_EAIJournalPositionSummary;ArtikelTypBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdArtikelVariantenTyp;int;NULL;YES
dbo;V_EAIJournalPositionSummary;ArtikelVariantenTypBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdArtikelVarianten;int;NULL;YES
dbo;V_EAIJournalPositionSummary;ArtikelVariantenBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;ArtikelVariantenAlias;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;KundenArtikelNummer;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;KundenArtikelBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdProduktionsArtikel;int;NULL;YES
dbo;V_EAIJournalPositionSummary;ProduktionsArtikelBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdKontoAdresse;int;NULL;YES
dbo;V_EAIJournalPositionSummary;KontoAdressBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdHauptMaterial;int;NULL;YES
dbo;V_EAIJournalPositionSummary;HauptMaterialBez;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;IdVpkVorschrift;int;NULL;YES
dbo;V_EAIJournalPositionSummary;VpkVorschriftBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdTransportEinheit;int;NULL;YES
dbo;V_EAIJournalPositionSummary;TransporteinheitBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdHandelsEinheit;int;NULL;YES
dbo;V_EAIJournalPositionSummary;HandelsEinheitBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdLieferant;int;NULL;YES
dbo;V_EAIJournalPositionSummary;LieferantBez;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;IdMwst;int;NULL;YES
dbo;V_EAIJournalPositionSummary;Mwst;float;NULL;YES
dbo;V_EAIJournalPositionSummary;PreisNetto;float;NULL;YES
dbo;V_EAIJournalPositionSummary;PreisBrutto;float;NULL;YES
dbo;V_EAIJournalPositionSummary;PreisBruttoSkonto;float;NULL;YES
dbo;V_EAIJournalPositionSummary;MwStBetrag;float;NULL;YES
dbo;V_EAIJournalPositionSummary;SkontoBetrag;float;NULL;YES
dbo;V_EAIJournalPositionSummary;PreisNettoBW;float;NULL;YES
dbo;V_EAIJournalPositionSummary;PreisBruttoBW;float;NULL;YES
dbo;V_EAIJournalPositionSummary;PreisBruttoSkontoBW;float;NULL;YES
dbo;V_EAIJournalPositionSummary;MwStBetragBW;float;NULL;YES
dbo;V_EAIJournalPositionSummary;SkontoBetragBW;float;NULL;YES
dbo;V_EAIJournalPositionSummary;NettoGewicht;float;NULL;YES
dbo;V_EAIJournalPositionSummary;BruttoGewicht;float;NULL;YES
dbo;V_EAIJournalPositionSummary;ErloesKonto;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;Kostenstelle;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;ZolltarifNr;nvarchar;50;YES
dbo;V_EAIJournalPositionSummary;SyproNummer;nvarchar;100;YES
dbo;V_EAIJournalPositionSummary;Adresse_UID;nvarchar;50;YES
dbo;V_EAIJournalSynchStatus;IdJournal;int;NULL;NO
dbo;V_EAIJournalSynchStatus;Aktion;int;NULL;NO
dbo;V_EAIJournalSynchStatus;Status;int;NULL;NO
